sequence_id,canonical_group,token_sha256,CE_L,CE_H,difference
135,2,2e93c6281c061831faf5da27ce63f3876e71e4858a6678c5540c128840074e6d,3.6078641407432244,3.627028861987128,-0.01916472124390367
136,2,13ecf1ec3e18474de729342adb669e3a258adc54c54d1bbd8c89be107c1c991c,3.9942193332867646,3.982694414375601,0.011524918911163695
137,2,81a841ab0151bc7c3d2ace1e074dffdafb3fefbe50afc183e93bed576a4d92ba,4.0106021196038455,4.033788844635637,-0.023186725031791866
138,2,ab26715cd0c6992f024d49257fef01707f89ad82f135eecdd3436da6d6840f13,3.953999200356293,3.9516246530874923,0.0023745472688005975
139,2,26a310c763113225d01ef16c4cf0f007ced3d6ed1e5a8cf446265d4b8e478d5a,3.7905688538922107,3.7877785008674323,0.0027903530247783692
140,2,dcd10e89b22dac1839d70f0462b46c8e649d3eb40a85f1f7a98436620ac4af24,3.9366004126683407,3.9009695390428476,0.03563087362549311
141,2,2304abe835b1e9b41f74e0bb6656713b0fd2bdd7831ce82bc146d732c34cd2ce,3.3085418250675502,3.2768919751792964,0.03164984988825381
142,2,76967ddcdbd947651f7b8351bfdf1b1026842846ed87b04e647adb1047cd4f95,3.8053602081143936,3.818365078578097,-0.013004870463703355
143,2,14d886e4e8bec0c553f25a81de60190ca0446d8720fd178cef69f515bdbb0995,3.811322202548581,3.814196587749848,-0.002874385201266705
144,2,a6802bfbb977dbf360a69a511d6f9b55da04c1fbcb24f64fe4de19ec42bc04a2,3.7493741966696206,3.808577015191389,-0.05920281852176856
145,2,b85b5fa909fb586a0b06d71c51f25136bf8256821a93f659a6e6877b63b37057,3.5064818411180383,3.512322978881947,-0.005841137763908932
146,2,228010404d7d8b169dd590e1e5515021b896485993fb80fe594d3f76b9f0ca7a,3.8501293575286297,3.865023050075706,-0.014893692547076398
147,2,7dd28ad96b032fe26d5dec15ad2103ba447ce0ef1e8e8e8f52d07edf456bc0b3,3.7702786403627897,3.7592842270333904,0.010994413329399322
148,2,245a1b357a62bf50e1bdf92117b59202cdf6362a749435ce2aedb2562d47b16d,3.9496240338971234,3.9675479301683367,-0.01792389627121338
149,2,c283cb83bdc9d044e6d9455a798bd42de55580044606db149f377315e8de9f6e,4.12168345404848,4.125063380515513,-0.003379926467033556
150,2,00927105af7e34314fb97cbb8cc8c0e2011de17d03a2456346069f4edbe86f8e,3.96357111816738,3.9893350883307335,-0.025763970163353633
151,2,d929914e3568efa248fa0bf25e0762e09cad2312d639ffc491ae0c5df1c2d558,3.907483206762379,3.9096114034635576,-0.0021281967011788083
152,2,23fb76a152512b17fa221ceea21af7c7cd5d968eb0b46e2917e4e84920369b76,4.2478722394583315,4.241970440156649,0.005901799301682331
153,2,2554ea5b1ebe409263fee92618bd8d364a80696d10f747a3d73d8f20be6597d4,4.057094502594509,4.08843173781554,-0.031337235221030824
